id,educate,american,group
32866,13,5,Not immigrant
32867,20,14.000001,Not immigrant
32876,12,0,Not immigrant
32901,10,15,Not immigrant
40001,16,0,Immigrant
40004,10,0,Immigrant
40007,16,25,Immigrant
40008,16,12.5,Immigrant
40010,14,7.9999995,Immigrant
40024,14,6.666666,Immigrant
40033,12,10,Immigrant
40041,16,12,Immigrant
40053,12,7.9999995,Immigrant
40059,14,10,Immigrant
40066,18,15,Immigrant
40070,20,10,Immigrant
40077,10,12.5,Immigrant
40087,16,15,Immigrant
40092,12,7.5,Immigrant
40110,16,10,Immigrant
40114,14,15,Immigrant
40115,12,21.666668,Immigrant
40121,20,12,Immigrant
40128,20,7.5,Immigrant
40130,20,10,Immigrant
40193,10,0,Immigrant
40196,14,15.999999,Immigrant
40207,16,15,Immigrant
40214,14,18,Immigrant
40219,20,14.000001,Immigrant
40227,14,12,Immigrant
40235,12,2.5,Immigrant
40236,10,0,Immigrant
40243,10,1.6666663,Immigrant
40254,10,20,Immigrant
40255,12,7.5,Immigrant
40264,18,10,Immigrant
40289,12,14.000001,Immigrant
40302,20,7.9999995,Immigrant
40306,16,23.333332,Immigrant
40313,10,0,Immigrant
40318,12,0,Immigrant
40326,20,12.5,Immigrant
40345,12,2.0000005,Immigrant
40367,16,13.333332,Immigrant
40388,14,11.666668,Immigrant
40392,20,15,Immigrant
40408,14,24,Immigrant
40425,14,10,Immigrant
40427,10,20,Immigrant
40454,14,7.9999995,Immigrant
40456,12,2.0000005,Immigrant
40460,14,5,Immigrant
40467,12,3.3333337,Immigrant
40470,13,0,Immigrant
40478,14,7.9999995,Immigrant
40495,12,15,Immigrant
40513,14,12,Immigrant
40519,10,12,Immigrant
40545,12,17.5,Immigrant
40549,16,26.666668,Immigrant
40553,14,15,Immigrant
40562,12,5,Immigrant
40574,12,3.9999998,Immigrant
40581,12,7.9999995,Immigrant
40599,12,6,Immigrant
40603,12,10,Immigrant
40618,20,15.999999,Immigrant
40627,12,5,Immigrant
40629,18,24,Immigrant
40684,14,3.3333337,Immigrant
40688,16,30,Immigrant
40705,20,7.5,Immigrant
40710,14,20,Immigrant
40750,12,20,Immigrant
40758,20,10,Immigrant
40773,16,14.000001,Immigrant
40794,14,13.333332,Immigrant
40799,12,10,Immigrant
40820,12,10,Immigrant
40827,14,20,Immigrant
40847,14,14.000001,Immigrant
40854,12,7.5,Immigrant
40867,20,7.9999995,Immigrant
40871,14,10,Immigrant
40920,12,12,Immigrant
40939,16,12.5,Immigrant
40948,16,5,Immigrant
40974,12,20,Immigrant
40983,14,10,Immigrant
41015,14,23.333332,Immigrant
41031,20,7.5,Immigrant
41034,20,2.5,Immigrant
41044,16,11.666668,Immigrant
41073,18,16.666668,Immigrant
41083,14,20,Immigrant
41086,14,7.5,Immigrant
41089,14,10,Immigrant
41096,10,6.666666,Immigrant
41098,12,13.333332,Immigrant
41103,12,6,Immigrant
41104,16,22,Immigrant
41105,10,0,Immigrant
41106,14,10,Immigrant
41107,16,20,Immigrant
41128,12,7.9999995,Immigrant
41133,13,15,Immigrant
41135,12,30,Immigrant
41143,16,20,Immigrant
41146,20,22.5,Immigrant
41147,16,13.333332,Immigrant
41164,20,22.5,Immigrant
41166,16,24,Immigrant
41167,14,22.5,Immigrant
41169,18,7.9999995,Immigrant
41184,14,6.666666,Immigrant
41195,14,20,Immigrant
41199,12,17.5,Immigrant
41200,14,15,Immigrant
41204,14,2.5,Immigrant
41209,16,0,Immigrant
41215,14,7.5,Immigrant
41224,14,17.5,Immigrant
41237,12,2.0000005,Immigrant
41240,10,6,Immigrant
41261,20,12,Immigrant
41262,14,10,Immigrant
41296,10,3.3333337,Immigrant
41299,14,13.333332,Immigrant
41304,10,16.666668,Immigrant
41309,12,23.333332,Immigrant
41322,20,26.666668,Immigrant
41331,10,6,Immigrant
41333,14,14.000001,Immigrant
41341,20,10,Immigrant
41359,10,2.5,Immigrant
41371,12,24,Immigrant
41374,20,2.5,Immigrant
41377,10,15,Immigrant
41385,14,2.5,Immigrant
41389,16,12,Immigrant
41414,14,3.3333337,Immigrant
41427,14,10,Immigrant
41430,14,24,Immigrant
41435,20,12,Immigrant
41459,12,13.333332,Immigrant
41460,14,10,Immigrant
41463,10,13.333332,Immigrant
41465,14,2.0000005,Immigrant
41466,16,14.000001,Immigrant
41472,12,12.5,Immigrant
41476,14,10,Immigrant
41495,12,7.5,Immigrant
41496,14,16.666668,Immigrant
41512,12,0,Immigrant
41517,14,15,Immigrant
41530,12,12,Immigrant
41534,12,17.5,Immigrant
41535,13,12,Immigrant
41539,12,20,Immigrant
41563,10,0,Immigrant
41568,18,22.5,Immigrant
41573,12,26.666668,Immigrant
41585,12,14.000001,Immigrant
41590,14,8.333334,Immigrant
41599,20,22.5,Immigrant
41602,20,27.5,Immigrant
41604,12,12.5,Immigrant
41627,12,15,Immigrant
41646,14,20,Immigrant
41655,10,10,Immigrant
41663,14,0,Immigrant
41670,12,13.333332,Immigrant
41695,14,20,Immigrant
41700,12,2.0000005,Immigrant
41706,16,11.666668,Immigrant
41729,12,7.5,Immigrant
41733,10,23.333332,Immigrant
41734,20,11.666668,Immigrant
41744,10,10,Immigrant
41762,12,10,Immigrant
41773,14,17.5,Immigrant
41787,12,0,Immigrant
41809,14,14.000001,Immigrant
41816,12,18,Immigrant
41817,12,22.5,Immigrant
41823,12,0,Immigrant
41857,10,10,Immigrant
41860,12,10,Immigrant
41870,12,12.5,Immigrant
41882,10,10,Immigrant
41884,14,5,Immigrant
41887,10,15,Immigrant
41892,20,10,Immigrant
41894,14,15,Immigrant
50005,20,15.999999,Immigrant
50007,12,12.5,Immigrant
50008,14,14.000001,Immigrant
50012,10,11.666668,Immigrant
50014,20,13.333332,Immigrant
50030,12,10,Immigrant
50043,12,12.5,Immigrant
50057,12,20,Immigrant
50085,12,10,Immigrant
50092,10,8.333334,Immigrant
50096,14,10,Immigrant
50100,20,22,Immigrant
50104,18,17.5,Immigrant
50135,20,12,Immigrant
50138,16,7.5,Immigrant
50139,14,3.9999998,Immigrant
50192,14,12.5,Immigrant
50199,12,12,Immigrant
50202,12,11.666668,Immigrant
50212,20,20,Immigrant
50224,20,0,Immigrant
50246,14,7.5,Immigrant
50249,20,14.000001,Immigrant
50250,12,13.333332,Immigrant
50256,10,16.666668,Immigrant
50263,12,10,Immigrant
50265,16,7.5,Immigrant
50268,14,18,Immigrant
50270,16,13.333332,Immigrant
50275,14,2.0000005,Immigrant
50281,12,2.0000005,Immigrant
50293,10,1.6666663,Immigrant
50305,16,11.666668,Immigrant
50310,12,15,Immigrant
50319,20,14.000001,Immigrant
50327,16,2.0000005,Immigrant
50334,12,0,Immigrant
50352,12,0,Immigrant
50356,12,2.0000005,Immigrant
50359,12,5,Immigrant
50366,18,15.999999,Immigrant
50387,14,23.333332,Immigrant
50401,14,10,Immigrant
50404,14,6,Immigrant
50426,14,25,Immigrant
50427,16,12.5,Immigrant
50464,20,15,Immigrant
50484,20,28,Immigrant
50486,12,6,Immigrant
50489,12,5,Immigrant
50492,16,12.5,Immigrant
50520,16,7.5,Immigrant
50526,14,11.666668,Immigrant
50550,16,22.5,Immigrant
50557,14,3.9999998,Immigrant
50575,10,3.9999998,Immigrant
50576,20,13.333332,Immigrant
50639,16,20,Immigrant
50642,14,18,Immigrant
50645,12,15,Immigrant
50662,14,10,Immigrant
50669,14,5,Immigrant
50681,16,12,Immigrant
50695,16,12,Immigrant
50708,14,18,Immigrant
50711,14,17.5,Immigrant
50719,14,2.5,Immigrant
50731,16,15,Immigrant
50744,12,6,Immigrant
50761,18,23.333332,Immigrant
50776,12,13.333332,Immigrant
50778,12,20,Immigrant
50782,20,5,Immigrant
50794,12,6,Immigrant
50795,14,17.5,Immigrant
50814,12,10,Immigrant
50840,14,3.3333337,Immigrant
50854,14,12,Immigrant
50866,12,7.5,Immigrant
50875,20,17.5,Immigrant
50877,16,15,Immigrant
50910,12,13.333332,Immigrant
50933,16,14.000001,Immigrant
50970,16,5,Immigrant
50989,20,3.9999998,Immigrant
51000,14,20,Immigrant
51006,14,12.5,Immigrant
51027,18,22.5,Immigrant
51033,16,10,Immigrant
51050,12,15,Immigrant
51105,12,10,Immigrant
51109,10,13.333332,Immigrant
51111,12,5,Immigrant
51113,14,7.9999995,Immigrant
51124,14,7.5,Immigrant
51181,14,14.000001,Immigrant
51184,14,22.5,Immigrant
51199,14,5,Immigrant
51214,20,17.5,Immigrant
51222,10,15,Immigrant
51224,16,13.333332,Immigrant
60006,16,20,Immigrant
60017,14,20,Immigrant
60019,12,6,Immigrant
60021,20,26.666668,Immigrant
60043,12,12.5,Immigrant
60051,20,17.5,Immigrant
60054,14,7.9999995,Immigrant
60105,12,16.666668,Immigrant
60111,14,10,Immigrant
60121,14,15.999999,Immigrant
60126,12,18,Immigrant
60131,12,6,Immigrant
60187,16,20,Immigrant
60190,16,18.333332,Immigrant
60193,12,10,Immigrant
60196,12,7.5,Immigrant
60244,14,3.3333337,Immigrant
60249,10,2.5,Immigrant
60256,14,12,Immigrant
60262,12,17.5,Immigrant
60263,10,6,Immigrant
60266,14,12.5,Immigrant
60268,16,6.666666,Immigrant
60273,20,20,Immigrant
60285,20,6.666666,Immigrant
60287,20,15,Immigrant
60294,16,10,Immigrant
60296,10,2.0000005,Immigrant
60304,12,2.5,Immigrant
60311,14,6,Immigrant
60312,14,7.5,Immigrant
60319,12,7.5,Immigrant
60334,16,10,Immigrant
60337,16,14.000001,Immigrant
60339,14,10,Immigrant
60350,10,0,Immigrant
60371,14,6,Immigrant
60374,14,12.5,Immigrant
60375,12,6,Immigrant
60395,14,10,Immigrant
60397,14,20,Immigrant
60401,16,11.666668,Immigrant
60408,16,18,Immigrant
60410,14,5,Immigrant
60413,14,20,Immigrant
60414,20,15.999999,Immigrant
60417,12,0,Immigrant
60444,12,15,Immigrant
60445,16,14.000001,Immigrant
60450,14,3.3333337,Immigrant
60470,20,7.5,Immigrant
60473,20,10,Immigrant
60507,12,6,Immigrant
60512,16,7.9999995,Immigrant
60524,14,15,Immigrant
60545,20,23.333332,Immigrant
60548,14,23.333332,Immigrant
60552,13,17.5,Immigrant
60555,16,0,Immigrant
60573,20,10,Immigrant
60594,14,14.000001,Immigrant
60606,14,7.9999995,Immigrant
60607,14,5,Immigrant
60617,16,13.333332,Immigrant
60619,14,3.9999998,Immigrant
60621,16,15,Immigrant
60637,14,5,Immigrant
60655,14,3.9999998,Immigrant
60657,10,15,Immigrant
60674,20,27.5,Immigrant
60713,14,15,Immigrant
60715,14,7.5,Immigrant
60717,12,18,Immigrant
60743,12,14.000001,Immigrant
60768,14,6,Immigrant
60776,20,15.999999,Immigrant
60780,14,12,Immigrant
60783,16,16.666668,Immigrant
60852,14,15,Immigrant
60860,20,15,Immigrant
60863,13,7.9999995,Immigrant
60869,14,0,Immigrant
60883,14,15,Immigrant
60885,20,13.333332,Immigrant
60891,14,18,Immigrant
60893,10,1.6666663,Immigrant
60911,10,7.9999995,Immigrant
60929,14,2.5,Immigrant
60967,14,0,Immigrant
60975,16,6,Immigrant
60976,18,26.666668,Immigrant
60977,12,3.9999998,Immigrant
60978,20,17.5,Immigrant
60980,20,10,Immigrant
60994,12,10,Immigrant
60996,12,7.5,Immigrant
60999,10,5,Immigrant
61000,14,12,Immigrant
61008,12,10,Immigrant
61030,16,17.5,Immigrant
61050,14,22.5,Immigrant
61056,14,30,Immigrant
61064,12,12.5,Immigrant
61065,12,7.9999995,Immigrant
61066,14,10,Immigrant
61078,14,15,Immigrant
61113,14,13.333332,Immigrant
61128,16,20,Immigrant
61129,20,15,Immigrant
61141,10,10,Immigrant
61144,16,3.9999998,Immigrant
61154,12,26,Immigrant
61171,10,5,Immigrant
61178,14,20,Immigrant
61185,20,3.9999998,Immigrant
61221,16,7.9999995,Immigrant
61226,14,8.333334,Immigrant
61234,14,10,Immigrant
61252,12,15.999999,Immigrant
61255,18,20,Immigrant
61269,20,17.5,Immigrant
61276,14,15,Immigrant
61277,20,20,Immigrant
61281,20,15.999999,Immigrant
61282,12,15.999999,Immigrant
61286,16,12,Immigrant
61301,20,12,Immigrant
61308,14,7.9999995,Immigrant
61309,16,22.5,Immigrant
61337,14,5,Immigrant
61340,16,13.333332,Immigrant
61344,13,15,Immigrant
61349,13,20,Immigrant
61350,20,15,Immigrant
61353,14,15.999999,Immigrant
61365,12,2.5,Immigrant
61384,16,3.9999998,Immigrant
61386,20,12,Immigrant
61413,16,3.9999998,Immigrant
61416,16,15,Immigrant
61436,14,20,Immigrant
61437,14,5,Immigrant
61439,16,15.999999,Immigrant
61442,16,17.5,Immigrant
61462,14,17.5,Immigrant
61472,12,12.5,Immigrant
61476,16,25,Immigrant
61483,14,6,Immigrant
61490,16,17.5,Immigrant
61503,10,10,Immigrant
61512,10,15,Immigrant
61513,14,15.999999,Immigrant
61553,16,14.000001,Immigrant
61568,14,5,Immigrant
61588,14,20,Immigrant
61600,16,15.999999,Immigrant
61606,12,14.000001,Immigrant
80045,16,10,Immigrant
80056,20,15,Immigrant
80065,20,6.666666,Immigrant
80074,12,12,Immigrant
80077,13,10,Immigrant
80112,20,23.333332,Immigrant
80142,10,17.5,Immigrant
80177,14,3.9999998,Immigrant
80194,13,13.333332,Immigrant
80197,14,3.3333337,Immigrant
80208,12,0,Immigrant
80255,20,16.666668,Immigrant
80272,16,10,Immigrant
80280,14,30,Immigrant
80283,14,7.5,Immigrant
80287,14,13.333332,Immigrant
80298,14,15.999999,Immigrant
80313,16,5,Immigrant
80316,14,3.9999998,Immigrant
80354,18,17.5,Immigrant
80370,20,16.666668,Immigrant
80402,10,12,Immigrant
80410,20,15,Immigrant
80419,20,12,Immigrant
80452,16,17.5,Immigrant
80459,14,10,Immigrant
80467,16,17.5,Immigrant
80474,18,25,Immigrant
80490,20,22.5,Immigrant
80542,14,16.666668,Immigrant
80546,16,13.333332,Immigrant
80581,13,6.666666,Immigrant
80585,12,17.5,Immigrant
80591,18,16.666668,Immigrant
80623,18,15,Immigrant
80642,12,20,Immigrant
80661,16,26.666668,Immigrant
80688,12,15,Immigrant
80694,20,20,Immigrant
80695,18,25,Immigrant
80735,12,17.5,Immigrant
80741,20,14.000001,Immigrant
80758,16,10,Immigrant
80840,16,30,Immigrant
80868,10,12,Immigrant
80884,20,12.5,Immigrant
80924,20,10,Immigrant
80927,20,23.333332,Immigrant
80949,16,20,Immigrant
80968,20,16.666668,Immigrant
80970,20,15,Immigrant
80973,12,7.9999995,Immigrant
81004,14,8.333334,Immigrant
81010,20,10,Immigrant
81040,12,7.5,Immigrant
81044,20,20,Immigrant
81064,20,15,Immigrant
81070,12,10,Immigrant
81075,16,12,Immigrant
81085,16,18,Immigrant
81135,14,0,Immigrant
81141,14,18,Immigrant
81153,18,23.333332,Immigrant
81160,16,17.5,Immigrant
81196,14,10,Immigrant
81204,20,10,Immigrant
81216,20,0,Immigrant
81255,16,13.333332,Immigrant
81276,14,10,Immigrant
81281,20,17.5,Immigrant
81288,20,23.333332,Immigrant
81295,18,10,Immigrant
81300,16,20,Immigrant
81320,14,7.9999995,Immigrant
81335,16,11.666668,Immigrant
81347,20,16.666668,Immigrant
81366,20,20,Immigrant
81386,14,20,Immigrant
81409,20,26.666668,Immigrant
81413,18,17.5,Immigrant
81426,20,13.333332,Immigrant
81537,12,10,Immigrant
81540,14,17.5,Immigrant
81544,12,7.5,Immigrant
81549,20,20,Immigrant
81588,20,7.5,Immigrant
81616,14,14.000001,Immigrant
81618,12,7.9999995,Immigrant
81672,16,10,Immigrant
81709,14,15,Immigrant
81710,14,15,Immigrant
81730,20,20,Immigrant
81754,16,12,Immigrant
81760,16,20,Immigrant
81774,16,23.333332,Immigrant
81778,14,7.9999995,Immigrant
81784,12,14.000001,Immigrant
81789,20,12.5,Immigrant
81809,20,14.000001,Immigrant
81812,12,10,Immigrant
81839,14,17.5,Immigrant
81846,20,6,Immigrant
81847,20,20,Immigrant
81882,20,16.666668,Immigrant
81887,12,0,Immigrant
81931,20,6.666666,Immigrant
81955,14,15,Immigrant
81966,10,2.0000005,Immigrant
81999,14,20,Immigrant
82001,12,6.666666,Immigrant
82031,14,6,Immigrant
82037,16,30,Immigrant
82087,16,6.666666,Immigrant
82108,10,5,Immigrant
82109,16,14.000001,Immigrant
82161,16,16.666668,Immigrant
82173,20,20,Immigrant
82187,20,10,Immigrant
82195,20,13.333332,Immigrant
82203,16,15,Immigrant
82226,20,14.000001,Immigrant
82246,20,26.666668,Immigrant
82254,20,15,Immigrant
82263,12,13.333332,Immigrant
82271,14,12,Immigrant
82301,14,8.333334,Immigrant
82305,20,10,Immigrant
82313,16,12,Immigrant
82322,14,6,Immigrant
82353,20,17.5,Immigrant
82371,18,5,Immigrant
82384,20,23.333332,Immigrant
82388,20,15.999999,Immigrant
82409,12,3.9999998,Immigrant
82411,12,14.000001,Immigrant
82429,16,16.666668,Immigrant
82497,20,26.666668,Immigrant
82522,12,5,Immigrant
82544,16,0,Immigrant
82584,16,15.999999,Immigrant
82658,12,15,Immigrant
82698,14,25,Immigrant
82708,12,2.5,Immigrant
82730,20,10,Immigrant
82739,14,20,Immigrant
82761,12,14.000001,Immigrant
82770,20,20,Immigrant
82776,14,12.5,Immigrant
82783,14,13.333332,Immigrant
82807,12,14.000001,Immigrant
82810,16,10,Immigrant
82846,14,25,Immigrant
82856,16,10,Immigrant
82892,12,12.5,Immigrant
82913,16,15,Immigrant
82936,16,13.333332,Immigrant
82939,16,18,Immigrant
82967,20,12,Immigrant
82969,20,3.3333337,Immigrant
82987,20,15,Immigrant
82996,16,15,Immigrant
83039,16,25,Immigrant
83047,20,5,Immigrant
83053,20,18,Immigrant
83068,16,10,Immigrant
83075,16,7.9999995,Immigrant
83093,14,10,Immigrant
83107,20,20,Immigrant
83110,20,15.999999,Immigrant
83113,20,23.333332,Immigrant
83115,12,7.5,Immigrant
83123,14,2.5,Immigrant
83176,14,15,Immigrant
83186,16,15.999999,Immigrant
83205,20,16.666668,Immigrant
83246,20,22,Immigrant
83264,16,15.999999,Immigrant
83308,14,6,Immigrant
83339,16,20,Immigrant
83345,20,15,Immigrant
83400,20,20,Immigrant
83408,16,10,Immigrant
83411,14,10,Immigrant
83426,20,3.3333337,Immigrant
83516,16,2.0000005,Immigrant
83542,20,15,Immigrant
83549,20,20,Immigrant
83568,14,7.5,Immigrant
83588,20,17.5,Immigrant
83594,16,10,Immigrant
83642,12,23.333332,Immigrant
83706,10,13.333332,Immigrant
83750,16,5,Immigrant
83774,18,20,Immigrant
83857,14,15,Immigrant
83886,16,10,Immigrant
83908,20,5,Immigrant
83933,12,18,Immigrant
83949,10,3.3333337,Immigrant
83952,20,5,Immigrant
84017,14,25,Immigrant
84046,20,26.666668,Immigrant
84107,20,7.5,Immigrant
84136,20,10,Immigrant
84140,16,30,Immigrant
84165,16,17.5,Immigrant
84170,10,17.5,Immigrant
84175,20,15,Immigrant
84203,16,12,Immigrant
84221,16,16.666668,Immigrant
84235,20,26.666668,Immigrant
84283,14,23.333332,Immigrant
84285,14,11.666668,Immigrant
84290,20,20,Immigrant
90045,12,13.333332,Immigrant
90050,14,12,Immigrant
90053,14,20,Immigrant
90112,14,16.666668,Immigrant
90148,14,14.000001,Immigrant
90166,14,16.666668,Immigrant
90188,18,16.666668,Immigrant
90195,20,12.5,Immigrant
90334,14,13.333332,Immigrant
90345,20,12.5,Immigrant
90356,14,16.666668,Immigrant
90416,20,15,Immigrant
90427,16,13.333332,Immigrant
90458,14,15,Immigrant
90498,14,6,Immigrant
90512,16,18.333332,Immigrant
90566,16,16.666668,Immigrant
90574,16,15.999999,Immigrant
90615,14,12.5,Immigrant
90640,18,20,Immigrant
90644,20,12,Immigrant
90699,12,0,Immigrant
90754,18,7.9999995,Immigrant
90804,20,10,Immigrant
90840,14,10,Immigrant
90865,20,13.333332,Immigrant
90874,20,20,Immigrant
90929,14,2.5,Immigrant
91115,16,13.333332,Immigrant
91128,16,8.333334,Immigrant
91181,14,13.333332,Immigrant
91193,20,15,Immigrant
92026,16,14.000001,Immigrant
92035,12,10,Immigrant
92042,12,6,Immigrant
92044,14,15.999999,Immigrant
92057,20,10,Immigrant
92095,14,11.666668,Immigrant
92120,10,2.5,Immigrant
92139,10,10,Immigrant
92164,10,0,Immigrant
92168,20,18,Immigrant
92194,12,7.5,Immigrant
92201,12,3.3333337,Immigrant
92206,14,6.666666,Immigrant
92211,20,10,Immigrant
92246,10,20,Immigrant
92295,16,1.6666663,Immigrant
92339,18,7.9999995,Immigrant
92425,14,15,Immigrant
92433,16,7.5,Immigrant
92506,16,17.5,Immigrant
92536,20,24,Immigrant
92569,14,8.333334,Immigrant
92573,14,15.999999,Immigrant
92739,13,11.666668,Immigrant
92765,10,0,Immigrant
92784,12,0,Immigrant
92830,12,6.666666,Immigrant
92837,14,5,Immigrant
92844,14,2.5,Immigrant
92922,16,7.9999995,Immigrant
92958,16,13.333332,Immigrant
94052,10,0,Immigrant
94055,18,11.666668,Immigrant
94072,20,22.5,Immigrant
94088,16,18.333332,Immigrant
94117,10,0,Immigrant
94125,14,15,Immigrant
94129,10,22,Immigrant
94180,14,10,Immigrant
94218,13,7.9999995,Immigrant
94235,10,12,Immigrant
94258,10,20,Immigrant
94261,16,5,Immigrant
94272,18,20,Immigrant
94351,13,12.5,Immigrant
94355,10,3.9999998,Immigrant
94366,16,12,Immigrant
94375,16,10,Immigrant
94402,14,15,Immigrant
94415,12,15.999999,Immigrant
94422,10,3.3333337,Immigrant
94487,12,3.3333337,Immigrant
94493,16,5,Immigrant
94523,14,12,Immigrant
94546,12,12,Immigrant
94552,20,25,Immigrant
94560,13,17.5,Immigrant
94563,20,20,Immigrant
94566,10,10,Immigrant
94570,12,15,Immigrant
94596,14,15,Immigrant
94619,12,7.5,Immigrant
94644,20,14.000001,Immigrant
94664,16,30,Immigrant
94718,14,7.5,Immigrant
94743,12,0,Immigrant
94767,16,14.000001,Immigrant
94775,20,8.333334,Immigrant
94795,14,20,Immigrant
94842,10,13.333332,Immigrant
94877,12,0,Immigrant
94886,13,18,Immigrant
94887,13,10,Immigrant
94970,14,7.9999995,Immigrant
94992,14,3.9999998,Immigrant
95018,12,20,Immigrant