id,female,educate,AfricanAmerican,OtherEthnic,Latinx,income,immigrant,SameOpinions,CandidateSame
611,1,15,1,0,0,12,0,1,18.78838
612,0,20,0,0,0,16,0,1,8.5067186
613,1,15,0,0,0,10,0,1,9.986022
614,0,18,0,0,0,14,0,1,9.1018248
615,1,15,1,0,0,8,0,1,21.481064
616,1,9,0,0,1,8,1,0,9.5631084
617,0,20,1,0,0,14,1,1,10.212341
618,1,18,0,0,0,5,1,1,13.486124
619,0,16,0,0,0,8,0,0,12.217113
621,0,14,0,0,1,11,1,0,36.616505
622,1,16,0,0,0,17,0,0,10.438803
623,0,16,0,0,1,13,0,1,18.702587
624,1,15,0,0,1,11,1,1,8.7819958
625,0,18,1,0,0,14,0,1,18.816893
626,0,15,0,0,1,13,0,1,26.861553
627,0,15,0,0,1,7,1,0,27.663988
628,1,19,1,0,0,12,0,1,19.204811
631,1,15,0,0,0,7,0,1,11.205549
632,0,15,0,0,0,4,0,1,12.214428
633,0,16,0,0,1,18,1,0,15.676258
635,1,15,1,0,0,2,0,0,19.069431
636,0,17,0,0,0,2,0,0,12.489187
637,0,16,0,0,1,18,0,0,15.941172
638,0,18,1,0,0,12,0,1,17.818651
639,0,16,0,0,1,8,1,1,27.642666
640,0,19,0,0,0,16,0,0,11.609693
641,0,8,0,0,1,7,1,0,26.861553
642,1,11,0,0,1,8,1,1,34.405048
643,1,11,0,0,1,7,1,0,29.073009
644,0,13,1,0,0,5,0,1,29.758886
648,1,15,0,0,1,1,1,1,35.186161
649,1,15,0,0,0,10,0,1,13.155423
650,0,16,1,0,0,14,0,1,19.608465
651,0,15,1,0,0,10,0,1,18.880571
652,1,16,0,0,1,8,1,0,17.474621
653,0,11,0,0,1,7,0,0,24.716026
654,0,9,0,0,1,8,1,1,25.018116
655,0,19,1,0,0,13,0,1,19.04077
656,0,15,0,0,1,7,1,0,15.676258
657,1,15,0,0,1,5,0,0,26.3475
658,0,15,0,0,1,7,1,0,19.31806
659,0,15,0,0,1,13,1,0,17.461494
661,0,20,0,1,0,16,1,0,16.304169
662,0,20,0,1,0,16,1,0,11.310672
663,1,18,0,1,0,16,1,0,15.482295
665,0,20,0,0,0,15,0,1,5.29071
666,1,11,0,0,0,5,0,1,16.122368
667,1,18,0,1,0,15,0,0,10.723476
668,0,18,0,1,0,11,0,1,15.231803
669,0,15,0,0,0,10,0,1,10.64273
671,0,19,0,1,0,17,1,1,12.763823
673,0,15,0,0,0,14,0,1,13.514466
674,0,15,0,0,1,9,1,0,20.672274
675,1,19,0,1,0,17,0,0,13.626787
676,1,18,0,1,0,14,0,1,17.062466
677,1,18,0,0,0,12,0,1,8.8512087
678,0,19,0,0,0,16,0,0,9.5031948
679,0,18,0,0,1,17,1,1,19.31806
680,0,18,0,0,0,11,0,0,8.4907007
681,0,15,1,0,0,15,0,1,23.276142
682,0,19,1,0,0,19,0,1,17.630592
684,0,17,1,0,0,13,0,1,18.117031
685,0,17,0,1,0,1,0,0,18.654112
686,0,13,0,0,0,12,0,1,10.026633
689,0,19,0,1,0,16,1,0,16.600872
690,1,18,0,1,0,15,1,0,17.106602
691,1,16,1,0,0,14,0,1,15.425103
692,0,18,0,1,0,15,1,0,16.304169
693,0,18,1,0,0,15,0,1,17.49378
694,0,18,1,0,0,6,0,1,19.056326
695,0,20,0,1,0,10,1,1,21.376314
697,1,14,1,0,0,10,0,0,20.497763
698,0,18,0,1,0,15,1,0,16.269154
699,0,10,0,0,1,13,0,1,17.796141
700,1,15,0,0,1,17,0,0,16.87875
701,0,15,1,0,0,12,0,1,18.320856
702,0,15,1,0,0,13,0,1,20.362787
703,1,16,0,1,0,13,1,1,13.206397
704,1,17,0,1,0,11,1,1,12.865664
705,0,7,0,1,0,15,1,1,15.355495
706,0,18,0,1,0,15,0,0,16.337883
707,0,19,1,0,0,18,0,1,16.241072
708,0,18,0,0,1,16,0,1,13.265121
709,0,15,0,0,1,12,0,1,14.306811
710,0,16,0,1,0,8,0,0,16.68594
712,0,19,0,1,0,13,1,1,14.21311
713,0,15,0,0,1,13,0,1,15.635006
714,1,18,1,0,0,17,0,0,19.178228
715,1,14,0,0,1,14,0,1,17.893373
716,1,15,0,0,0,13,0,0,6.4219117
717,0,15,0,0,0,8,0,1,7.0387759
718,1,18,0,1,0,19,1,0,11.774565
719,0,16,1,0,0,13,0,1,16.369411
720,0,19,0,0,0,16,0,1,9.3647184
721,0,18,0,1,0,11,1,1,17.106602
722,0,18,0,1,0,17,0,0,17.252249
723,1,17,0,0,1,10,1,1,16.45759
724,0,19,0,1,0,15,1,0,24.803299
725,0,18,0,1,0,4,0,1,17.858171
726,0,18,0,1,0,14,1,1,19.31806
727,1,14,1,0,0,10,0,0,17.723711
728,0,19,0,1,0,10,0,1,17.995905
729,0,15,1,0,0,3,0,0,19.791628
730,1,18,0,1,0,11,0,1,15.104173
731,1,15,0,0,1,7,0,1,11.774565
732,0,20,0,0,1,17,1,0,14.734161
733,0,15,0,1,0,3,1,1,16.951975
735,0,20,0,1,0,16,1,1,17.106602
736,1,20,0,1,0,19,1,0,19.945969
737,0,19,0,0,0,17,0,0,8.1989641
738,0,16,0,1,0,1,0,1,17.73131
739,0,18,0,1,0,10,1,0,17.106602
740,0,20,0,0,0,17,0,0,4.4011364
741,0,16,1,0,0,13,0,1,20.629017
742,1,15,0,0,1,16,0,1,15.512365
743,0,17,0,0,1,13,0,0,12.503106
744,0,20,0,0,0,16,0,1,4.5312872
745,1,19,0,1,0,19,0,0,13.366486
746,0,16,0,1,0,18,0,0,19.862812
748,0,15,0,0,0,14,0,1,10.974337
749,0,18,1,0,0,15,0,1,19.600279
750,1,19,0,1,0,17,1,0,15.441709
751,0,19,0,1,0,19,0,1,14.690747
752,1,11,1,0,0,19,0,1,19.510317
753,1,16,0,1,0,16,1,1,14.815522
754,1,14,1,0,0,1,0,1,19.996256
755,1,18,0,1,0,15,0,0,14.955874
756,1,18,0,1,0,10,1,0,15.172997
758,1,15,0,0,0,3,0,0,8.095727
759,0,18,0,0,0,18,0,0,10.239369
760,1,20,0,1,0,16,0,0,14.280135
761,1,20,1,0,0,15,0,1,17.403559
762,1,16,0,1,0,13,1,1,12.800065
763,0,19,1,0,0,19,0,1,16.076895
764,0,19,0,1,0,16,1,1,14.895145
765,0,19,0,1,0,12,1,1,11.774565
766,1,18,0,1,0,18,1,0,14.093507
768,0,19,0,1,0,11,0,1,16.188725
769,0,15,1,0,0,7,0,1,20.257456
770,1,18,0,1,0,18,1,0,21.376314
771,0,19,0,1,0,17,1,1,10.212341
772,1,16,0,1,0,8,0,0,18.239502
773,0,19,0,1,0,17,1,0,15.64581
774,1,15,0,0,0,14,0,0,11.568337
775,0,18,0,0,0,19,0,0,10.488837
776,1,20,1,0,0,17,0,1,18.325329
777,0,15,0,0,0,4,0,1,15.721522
779,1,15,0,0,0,12,0,1,10.554794
780,1,19,0,0,0,19,0,0,3.8853579
782,1,18,0,1,0,16,1,1,13.394678
783,1,20,0,1,0,19,1,1,15.40519
784,1,15,1,0,0,13,0,0,22.088852
786,1,17,1,0,0,16,0,1,19.119299
787,0,15,0,0,1,6,1,0,17.865932
788,0,16,0,0,1,17,0,1,15.875684
789,1,18,0,1,0,18,1,1,17.094662
790,0,14,0,0,1,6,0,1,23.916477
791,1,16,1,0,0,7,0,1,18.051472
793,1,13,0,1,0,4,1,0,17.106602
794,1,15,0,0,0,13,0,1,11.867844
795,0,13,0,0,1,11,1,0,25.552794
796,0,19,0,1,0,17,1,0,7.3516512
797,0,17,0,1,0,14,0,0,11.621363
798,1,15,0,0,0,2,0,0,11.38439
799,1,16,0,1,0,16,0,0,13.23443
800,0,19,0,1,0,14,1,0,7.3516512
802,1,19,0,1,0,17,1,1,13.273791
803,1,15,0,0,0,10,0,1,8.27071
804,1,16,0,0,0,9,0,1,11.863886
805,0,19,0,0,0,14,0,0,8.1939754
806,0,17,0,1,0,14,1,0,17.525837
807,0,18,0,1,0,19,0,1,16.101545
808,0,18,0,0,1,11,0,0,15.393103
809,1,15,0,0,0,10,0,0,12.507271
810,1,20,1,0,0,8,1,1,18.829226
811,0,18,0,1,0,14,1,1,26.861553
812,0,18,0,1,0,11,1,0,17.142754
813,1,15,0,1,0,5,1,0,22.95986
814,0,17,1,0,0,10,0,0,19.643373
815,0,18,0,1,0,13,1,1,24.650097
817,0,18,0,1,0,11,1,0,15.070282
818,0,20,0,1,0,14,1,0,18.536947
819,1,19,0,0,0,19,0,0,9.4649248
820,1,12,0,0,1,12,0,0,18.688282
821,0,16,1,0,0,4,0,1,21.539246
822,0,16,0,1,0,15,0,0,15.774883
824,0,15,0,0,1,12,0,1,7.3516512
825,1,18,0,1,0,6,1,0,15.916449
826,0,16,0,1,0,10,0,1,7.3516512
827,1,19,0,0,0,8,0,0,7.661602
828,0,13,0,0,1,13,0,1,18.486895
829,1,16,0,0,0,17,0,1,8.4780951
830,1,19,0,0,0,18,0,1,8.7088385
831,0,16,0,0,1,19,0,1,17.72188
832,0,16,1,0,0,6,0,1,22.798616
833,1,15,0,1,0,13,0,1,14.789699
835,1,17,0,0,0,16,0,1,10.785427
836,0,15,0,0,1,4,1,1,9.5631084
837,0,7,0,0,1,10,1,0,7.3516512
838,1,15,0,0,0,10,0,1,9.3567505
839,0,16,0,0,0,13,0,1,11.052425
840,0,16,0,0,0,14,0,0,13.224412
841,0,16,0,0,0,9,0,1,10.874012
842,0,18,0,0,0,15,0,0,13.288442
843,1,18,0,1,0,16,1,1,15.24421
844,0,18,0,0,0,16,0,1,7.2106743
845,1,15,0,0,1,11,0,1,16.401114
846,0,18,0,1,0,3,1,0,7.3516512
847,1,15,0,0,1,7,0,1,15.624984
848,0,15,1,0,0,7,0,1,20.886726
849,0,15,0,0,1,14,1,1,29.70092
850,0,19,0,1,0,12,0,1,16.672699
851,1,18,0,1,0,16,0,0,13.267769
852,0,16,1,0,0,13,0,1,21.88756
853,1,18,0,0,0,17,0,0,10.917342
854,0,16,0,0,0,19,0,1,10.462903
855,0,18,0,0,0,13,0,0,11.922152
856,0,15,1,0,0,9,0,1,21.77379
857,0,18,0,1,0,15,0,1,15.406054
858,1,8,0,1,0,10,1,1,17.265503
859,0,18,1,0,0,18,0,1,19.643457
860,1,18,0,1,0,14,1,1,17.047321
861,1,13,0,0,1,12,0,1,18.777845
862,1,15,1,0,0,16,0,1,16.257307
863,0,18,0,0,0,19,0,0,7.8217978
864,1,15,0,0,0,11,0,0,10.941912
865,0,19,0,0,1,14,0,0,15.142063
867,1,18,0,1,0,17,1,0,12.965115
868,1,18,1,0,0,4,0,0,18.893749
869,0,15,0,0,0,11,0,1,9.2267351
870,0,18,0,0,0,11,0,1,13.579473
871,0,18,0,1,0,13,1,1,17.316084
872,0,15,0,0,1,13,0,1,17.845369
873,1,18,0,0,0,17,0,0,9.0908546
875,1,18,0,0,1,19,0,1,14.857699
876,1,16,1,0,0,10,1,1,20.239431
877,0,20,0,1,0,19,0,1,14.223933
878,0,16,0,0,1,4,0,1,7.3516512
879,0,15,0,0,1,14,1,1,19.23489
880,0,15,0,0,0,11,0,1,9.4265385
881,1,15,0,0,0,13,0,1,12.158835
882,0,15,0,0,0,15,0,1,10.015111
883,1,16,0,0,0,7,0,1,9.9521074
884,0,20,0,1,0,15,1,0,12.070094
885,1,17,0,1,0,9,1,1,17.887714
886,1,15,0,1,0,2,0,1,26.861553
887,0,14,0,0,1,13,1,1,18.837589
888,1,18,0,1,0,8,1,0,16.742188
889,0,11,0,0,1,2,0,0,56.126408
890,1,14,0,0,1,8,1,0,19.265268
891,1,15,0,1,0,1,0,0,18.327951
892,1,11,0,0,1,9,1,0,11.642686
894,1,15,0,1,0,8,1,1,15.935505
895,0,16,0,0,0,17,0,1,8.0445986
896,0,15,1,0,0,10,0,1,17.794531
897,0,15,0,0,0,13,0,1,11.27699
898,1,15,0,0,1,6,1,1,17.447309
899,1,17,1,0,0,8,0,1,18.974178
900,1,11,0,0,1,10,0,1,17.887714
901,0,15,0,0,0,8,0,1,10.841705
902,0,14,0,0,1,15,1,1,15.676258
904,1,18,0,1,0,18,1,1,18.950041
905,0,20,0,0,1,18,0,1,15.075925
906,0,16,0,0,0,13,0,1,11.036602
907,1,16,1,0,0,7,0,1,21.443813
908,1,19,0,1,0,15,1,1,11.442312
910,0,15,1,0,0,19,0,0,20.015512
911,0,20,0,1,0,19,1,1,17.067732
912,1,15,0,0,0,11,0,1,10.028374
913,0,19,0,1,0,12,0,1,18.994144
915,0,16,0,0,1,15,0,1,15.211558
916,1,18,0,1,0,17,0,0,15.352144
917,0,15,1,0,0,10,0,1,12.867372
918,1,15,1,0,0,13,0,1,19.310637
919,0,17,0,0,1,15,1,1,15.676258
920,1,18,0,0,1,15,0,0,14.453876
921,1,15,0,1,0,9,1,1,18.536947
922,1,16,0,0,0,13,0,0,10.886513
923,1,15,1,0,0,10,0,0,19.348093
925,0,20,0,1,0,7,1,1,7.3516512
926,0,16,0,1,0,6,1,1,14.895145
927,0,18,0,1,0,19,0,0,17.202732
928,0,18,1,0,0,17,0,1,17.797167
929,1,19,0,1,0,13,1,1,13.617729
930,1,18,0,1,0,16,1,1,26.861553
932,0,17,0,0,0,15,0,1,11.138654
933,0,15,0,0,1,13,1,0,17.807087
934,1,12,1,0,0,4,0,1,18.048628
935,1,17,0,1,0,8,1,1,16.94787
936,1,18,0,1,0,14,1,0,14.813914
937,0,19,0,1,0,15,1,1,16.731024
938,1,20,0,1,0,15,1,1,13.79616
939,1,15,0,0,0,13,0,1,10.719799
940,1,10,1,0,0,2,0,1,20.125124
941,1,10,0,0,1,6,0,1,22.97916
943,1,18,0,0,0,16,0,0,8.6184473
944,1,19,0,1,0,14,1,1,17.106602
945,0,12,0,0,1,4,1,1,22.525444
946,0,19,0,0,0,11,0,0,8.5231018
947,0,19,0,1,0,7,1,1,19.053911
949,0,19,0,0,1,19,1,1,17.106602
952,0,15,1,0,0,12,0,0,19.840528
953,0,16,0,1,0,14,0,0,26.861553
954,0,18,0,1,0,15,0,1,17.51255
955,0,18,0,1,0,19,0,1,20.595074
956,0,17,0,0,0,16,0,0,11.875766
957,1,18,0,1,0,13,0,1,17.326931
958,0,18,0,0,0,14,0,1,7.4709764
960,0,16,0,0,1,16,1,1,15.453712
961,1,15,1,0,0,12,1,1,19.183821
962,1,15,0,0,0,16,0,1,8.1190758
963,1,15,0,0,0,7,0,1,12.939742
964,0,16,1,0,0,11,0,1,20.716816
965,0,17,0,0,1,17,0,0,16.533192
966,0,18,0,1,0,11,1,0,17.541019
967,1,15,0,0,0,12,0,1,8.7010059
968,0,20,0,1,0,1,0,1,14.717119
969,0,15,1,0,0,9,0,1,17.752178
970,0,16,0,0,1,16,0,1,16.201473
971,1,16,1,0,0,13,0,1,17.884691
972,0,17,1,0,0,12,1,1,19.505726
973,0,16,0,0,0,14,0,0,10.817824
974,1,19,0,1,0,12,0,1,13.291111
975,0,18,0,1,0,17,0,1,14.189768
976,1,18,0,0,0,19,0,0,6.7696481
977,0,19,0,0,0,18,0,0,9.4002504
978,0,16,0,1,0,10,1,0,17.106602
979,0,18,0,1,0,7,1,1,14.46073
980,0,14,1,0,0,13,0,1,19.643951
981,1,18,0,1,0,12,0,0,12.829242
982,1,17,0,0,0,17,0,0,11.322737
983,1,19,0,1,0,15,1,1,13.529929
984,0,19,1,0,0,10,1,1,19.197395
985,0,20,0,1,0,10,1,1,7.3516512
986,0,20,0,1,0,13,0,1,14.203065
987,0,19,0,0,0,17,0,0,5.1978097
988,1,15,0,0,1,13,1,0,15.273547
989,1,18,0,1,0,16,0,1,15.343819
990,1,19,0,0,0,16,0,0,9.2261066
991,1,19,1,0,0,14,0,0,17.82028
992,0,16,1,0,0,12,0,1,18.153456
993,0,18,0,1,0,6,0,1,18.22714
994,0,18,0,1,0,18,0,0,18.123674
995,1,19,0,0,1,15,0,1,12.37136
996,1,16,0,0,1,13,1,1,17.106602
997,0,11,0,0,0,9,0,1,15.072914
998,1,19,0,1,0,8,1,1,16.290518
999,1,16,0,1,0,17,1,1,8.7819958
1000,0,16,0,0,0,12,0,0,10.867434
1001,0,19,0,1,0,17,1,0,13.692506
1002,0,18,0,1,0,7,1,1,18.396402
1003,0,15,0,1,0,14,1,0,15.800324
1004,1,18,0,1,0,16,0,1,14.15817
1005,1,18,0,1,0,11,0,1,18.696318
1006,0,17,0,0,0,12,0,1,12.231272
1007,0,15,1,0,0,15,0,1,18.882223
1009,1,15,1,0,0,6,0,0,20.021891
1010,1,15,0,0,0,9,0,1,8.3735609
1012,0,20,0,1,0,19,1,1,17.831223
1013,1,16,0,0,1,18,0,1,19.516769
1014,1,18,0,1,0,6,1,1,17.608624
1015,0,15,0,0,0,11,0,0,11.080523
1016,1,18,0,1,0,15,0,0,15.113232
1017,0,18,0,1,0,15,0,1,16.560823
1018,1,17,0,0,0,17,0,0,11.579703
1019,1,19,0,1,0,16,0,1,11.684466
1020,1,18,1,0,0,15,0,1,18.156942
1021,1,13,1,0,0,7,0,1,20.230707
1022,0,19,0,1,0,14,0,1,16.846029
1023,0,15,0,0,0,9,0,0,12.944961
1024,0,9,0,0,0,6,0,0,16.627245
1025,1,18,0,1,0,16,1,1,17.106602
1026,1,16,0,1,0,6,0,0,16.117031
1027,0,14,0,0,1,11,1,1,17.778021
1029,1,16,0,0,0,16,0,0,10.453614
1030,0,16,0,1,0,12,0,1,16.065727
1031,1,17,0,1,0,1,1,1,15.168752
1032,0,18,1,0,0,18,0,1,19.209826
1033,0,16,0,0,0,18,0,0,12.212335
1034,0,20,0,1,0,12,1,1,17.106602
1035,1,18,0,1,0,19,0,0,16.078274
1037,1,16,0,0,0,12,0,1,10.18759
1038,0,16,1,0,0,15,0,1,17.272207
1040,0,16,0,1,0,15,0,1,7.3516512
1041,1,8,0,0,1,6,1,1,28.704992
1042,0,17,0,1,0,8,1,0,16.829517
1043,0,18,0,1,0,14,0,0,19.791645
1044,0,19,0,1,0,15,1,1,17.106602
1045,1,19,0,1,0,9,0,1,19.222849
1046,1,19,0,0,0,11,0,1,10.444806
1047,0,19,1,0,0,16,0,1,16.578524
1048,1,16,1,0,0,8,0,0,21.486164
1049,1,15,0,0,1,7,0,1,15.463371
1050,1,15,1,0,0,1,0,1,19.828854
1051,0,16,0,0,0,8,0,0,12.523835
1052,0,15,0,0,0,9,0,0,12.31569
1053,0,18,0,1,0,14,0,1,16.518473
1054,1,19,1,0,0,10,0,1,17.945442
1055,1,18,0,1,0,10,1,1,10.993453
1056,1,15,0,0,1,13,0,1,15.707179
1057,1,18,1,0,0,10,0,1,18.845886
1058,0,19,0,1,0,19,0,0,14.951877
1060,0,18,1,0,0,8,1,1,7.3516512
1061,1,18,0,0,1,15,0,1,16.602819
1062,0,18,0,1,0,11,0,1,17.315256
1063,0,19,0,1,0,15,1,1,14.911939
1064,1,20,0,1,0,8,1,1,18.39897
1066,0,16,0,1,0,14,1,0,16.104837
1067,0,14,0,1,0,11,0,1,25.452532
1068,1,16,0,0,1,4,0,0,18.465315
1069,1,19,0,0,0,16,0,0,7.4221678
1071,0,16,0,1,0,7,1,1,18.558702
1072,1,16,0,0,1,4,0,1,16.845356
1073,1,15,0,1,0,16,0,1,24.650097
1074,1,17,0,1,0,6,1,0,19.433746
1075,1,14,0,1,0,14,0,0,19.967293
1076,0,20,0,1,0,19,1,1,16.895229
1077,0,18,0,1,0,9,0,0,17.702467
1078,1,15,0,0,1,12,0,0,18.40476
1079,1,18,0,1,0,19,1,0,14.6964
1080,1,17,1,0,0,8,1,1,19.799089
1081,1,18,0,1,0,16,1,1,14.787441
1082,0,18,0,0,0,16,0,0,8.8688231
1083,1,15,0,0,0,13,0,0,9.9678745
1084,1,15,0,0,0,9,0,0,9.4596014
1085,0,19,0,1,0,18,0,1,14.625258
1086,0,18,0,1,0,12,1,1,14.940131
1087,0,14,1,0,0,9,0,0,18.706209
1088,0,15,1,0,0,10,0,0,21.186871
1089,0,15,0,0,1,13,0,1,19.06563
1090,1,18,0,1,0,11,0,1,15.461332
1091,1,14,1,0,0,9,0,1,18.344658
1092,1,16,0,1,0,19,1,0,16.289747
1093,1,16,0,0,1,11,1,0,26.861553
1094,0,11,0,0,1,11,1,1,27.642666
1095,0,14,0,0,1,4,1,1,20.876305
1096,0,14,0,0,1,10,0,1,17.750816
1097,0,17,0,1,0,3,0,0,22.21562
1098,1,18,0,1,0,17,0,0,17.758055
1099,0,16,1,0,0,18,0,1,17.706665
1100,0,16,0,0,1,8,0,1,18.102531
1101,1,18,0,1,0,7,0,1,15.157026
1102,0,19,0,1,0,16,1,0,13.051708
1103,1,18,0,0,0,11,0,0,14.694469
1104,1,19,0,1,0,16,1,1,14.313316
1105,0,19,0,1,0,19,0,0,16.133947
1106,0,20,0,1,0,9,1,1,31.131266
1108,0,19,0,1,0,15,1,0,21.376314
1109,0,19,0,1,0,18,1,1,18.536947
1110,0,16,0,0,0,8,0,0,14.143116
1111,0,18,0,1,0,17,0,0,14.907666
1112,0,18,0,1,0,15,0,0,18.770416
1113,0,18,1,0,0,10,0,0,18.969355
1114,1,15,1,0,0,6,0,0,18.176521
1115,1,18,0,1,0,17,0,1,16.82937
1116,0,18,0,0,1,12,0,1,12.423798
1117,0,16,0,1,0,5,0,1,19.950638
1118,0,19,1,0,0,19,0,1,17.135635
1119,1,18,0,1,0,17,1,0,17.106602
1120,1,15,0,0,1,11,1,0,19.31806
1121,0,19,0,1,0,1,1,0,17.106602
1122,0,20,0,1,0,16,1,0,17.106602
1123,0,19,0,0,1,19,1,0,16.762997
1124,1,20,0,1,0,19,0,1,14.975722
1126,0,15,1,0,0,13,0,1,21.882458
1127,1,18,0,1,0,15,0,1,15.546864
1128,0,15,1,0,0,15,0,1,19.0207
1129,0,17,0,1,0,6,1,0,18.22204
1130,0,16,0,0,1,9,0,0,22.024544
1131,1,18,0,0,0,16,0,1,5.7290559
1132,0,18,0,0,1,17,0,1,14.650478
1133,0,19,0,1,0,12,0,1,16.1199
1134,0,15,1,0,0,11,0,1,21.340986
1135,1,16,0,0,1,12,0,1,18.27564
1136,1,16,0,1,0,12,0,1,17.987432
1138,1,16,1,0,0,16,0,1,17.237272
1139,0,12,0,0,0,6,0,0,11.665539
1142,1,10,1,0,0,1,0,0,18.417311
1143,0,15,1,0,0,4,1,0,20.509432
1144,0,15,1,0,0,12,0,0,21.793926
1145,0,15,0,0,0,16,0,1,10.172802
1146,0,15,0,1,0,19,1,0,15.249178
1147,0,18,0,0,0,13,0,1,11.269743
1148,0,18,0,0,0,17,0,0,11.674244
1149,0,15,0,1,0,11,1,0,21.81073
1150,0,18,0,1,0,12,1,0,30.135336
1152,1,18,0,1,0,19,1,0,13.633496
1153,1,19,0,0,0,19,0,1,6.4297438
1155,0,18,1,0,0,19,0,1,16.539452
1157,0,18,0,0,0,18,0,0,9.6672611
1158,1,15,0,0,0,12,0,0,9.1577749
1159,1,15,0,0,0,13,0,1,10.424644
1161,0,9,0,0,1,13,1,0,19.967293
1162,0,15,0,0,0,10,0,1,10.781206
1163,0,15,0,0,0,9,0,0,11.970097
1164,0,15,0,0,0,10,0,0,11.997303
1165,1,14,0,0,1,9,1,0,36.616505
1166,0,7,1,0,0,12,0,1,22.918192
1167,0,15,1,0,0,2,0,1,24.042999
1168,0,14,1,0,0,5,0,1,21.218399
1169,0,15,0,0,0,5,0,0,17.372173
1170,0,18,0,0,0,14,0,0,9.3016272
1171,1,15,1,0,0,8,0,0,21.481064
1172,0,19,0,1,0,14,1,0,16.110674
1173,0,15,0,0,0,12,0,1,20.993082
1174,1,15,0,0,1,7,0,1,17.712601
1175,1,16,0,0,0,16,0,1,10.239094
1176,1,13,0,0,1,11,1,1,17.300097
1177,0,16,0,0,0,16,0,1,13.006556
1178,0,16,1,0,0,7,0,0,19.103622
1179,0,9,0,0,1,8,1,1,29.70092
1180,0,18,0,1,0,13,1,0,15.968914
1181,0,14,0,1,0,11,0,0,17.378729
1182,0,16,0,0,0,1,0,0,14.782062
1184,1,16,1,0,0,15,1,0,19.32082
1185,0,17,0,0,0,10,0,1,9.0493832
1186,1,18,0,1,0,14,1,0,17.734512
1187,1,18,0,1,0,14,1,1,12.568939
1188,1,15,1,0,0,3,0,1,18.267563
1189,1,16,0,0,0,10,0,0,13.755769
1190,1,16,0,0,1,9,1,0,16.232883
1191,0,9,0,0,1,5,1,1,33.34272
1192,1,10,0,1,0,3,0,1,18.50931
1193,0,17,0,1,0,4,0,1,17.764444
1194,0,17,0,0,0,16,0,0,10.156291
1195,0,19,0,1,0,19,0,1,14.061476
1196,0,19,0,1,0,17,0,1,16.628078
1197,0,18,0,1,0,14,0,0,23.145704
1199,1,18,1,0,0,17,1,0,18.483467
1200,1,19,0,0,1,16,1,0,23.58777
1201,0,17,0,0,1,14,0,1,19.034306
1202,1,15,0,0,1,10,1,0,18.904966
1203,0,18,0,1,0,14,0,0,16.038567
1204,1,18,0,1,0,10,1,0,26.861553
1205,1,17,0,1,0,14,1,1,13.486124
